character,romaji,meaning
彼女が最後にゴールした人です。,kanojo ga saigo ni gooru shi ta nin desu .,She was the last to cross the finishing line.
彼女が最も気に入ったのは数の子でした。,kanojo ga mottomo ki ni itsutsu ta no ha kazunoko deshi ta .,What she liked best was herring roe.
彼女が困っていることが私には一目でわかった。,kanojo ga komatsu te iru koto ga watashi ni ha ichimoku de wakatsu ta .,I could tell at a glance that she was in trouble.
彼女が今度来るときには、家にいます。,"kanojo ga kondo kuru toki ni ha , ie ni i masu .",I will stay at home when she comes next.
彼女が今生きていればなあ。,kanojo ga ima iki te ire ba naa .,I wish she were alive now.
彼女が今の名声を得るに至ったいきさつは劇的である。,kanojo ga ima no meisei wo eru ni itatsu ta ikisatsu ha gekiteki de aru .,The events that led up to her present fame are quite dramatic.
彼女が国会議員になったなんて驚きだよ。,kanojo ga kokkai giin ni natsu ta nante odoroki da yo .,I am very surprised that she became a Diet member.
彼女が行ってしまってからは、私はもう誰とも話などしたくない。,"kanojo ga itsu te shimatsu te kara ha , watashi ha mou dare to mo hanashi nado shi taku nai .","Since she's been gone, I want no one to talk to me."
彼女が行けて私が行けないのは不公平だ。,kanojo ga ike te watashi ga ike nai no ha fu kouhei da .,It's not fair that she can go and I can't.
彼女が行きたがらなかったのも不思議ではない。,kanojo ga iki tagara nakatsu ta no mo fushigi de ha nai .,It is no wonder that she didn't want to go.
彼女が広島にいるときに戦争が起こった。,kanojo ga hiroshima ni iru toki ni sensou ga okotsu ta .,The war broke out when she was in Hiroshima.
彼女が幸せなのは言うまでもないことだ。,kanojo ga shiawase na no ha iu made mo nai koto da .,It goes without saying that she is happy.
彼女が好きでたまらない。,kanojo ga suki de tamara nai .,I just love her to death.
彼女が呼びかけてきたとき、私は飛び上がった。,"kanojo ga yobikake te ki ta toki , watashi ha tobiagatsu ta .","When she called, I jumped up."
彼女が言ってる事がわからない。,kanojo ga itsutsu teru koto ga wakara nai .,I can't make out what she is saying.
彼女が言っている事を理解するのにずいぶんと時間がかかった。,kanojo ga itsutsu te iru koto wo rikai suru no ni zuibun to jikan ga kakatsu ta .,It took a long time to take in what she was saying.
彼女が言っていたことを理解するのは困難であった。,kanojo ga itsutsu te i ta koto wo rikai suru no ha konnan de atsu ta .,I found it difficult to make out what she was saying.
彼女が言ったことを覚えてる？,kanojo ga itsutsu ta koto wo oboe teru ？,Do you remember what she said?
彼女が言ったことは真実ではなかった。,kanojo ga itsutsu ta koto ha shinjitsu de ha nakatsu ta .,What she said wasn't true.
彼女が言ったことが嘘であることがわかった。,kanojo ga itsutsu ta koto ga uso de aru koto ga wakatsu ta .,What she said turned out to be false.
彼女が言おうとしていることが解りますか。,kanojo ga iou to shi te iru koto ga wakari masu ka .,Can you make out what she is driving at?
彼女が言うことは本当かもしれない。,kanojo ga iu koto ha hontou ka mo shire nai .,What she says may be true.
彼女が現れるかどうかはわからない。,kanojo ga arawareru ka dou ka ha wakara nai .,I don't know whether she will show up.
彼女が元気になったと聞いてうれしく思う。,kanojo ga genki ni natsu ta to kii te ureshiku omou .,I feel grateful to hear that she has got well.
彼女が見つけた箱はからだった。,kanojo ga mitsuke ta hako ha kara datsu ta .,The box she found was empty.
彼女が結婚するといううわさが町に広まっている。,kanojo ga kekkon suru to iu uwasa ga machi ni hiromatsu te iru .,The rumor that she's getting married is spreading around town.
彼女が結婚しようとしてる人は、宇宙飛行士です。,"kanojo ga kekkon shiyou to shi teru nin ha , uchuu hikou samurai desu .",The man whom she is going to marry is an astronaut.
彼女が結婚しているとは知らなかった。,kanojo ga kekkon shi te iru to ha shira nakatsu ta .,I didn't know she was married.
彼女が結婚していることを僕は信じて疑わない。,kanojo ga kekkon shi te iru koto wo boku ha shinji te utagawa nai .,I don't doubt that she is married.
彼女が結婚したのはいくつの時ですか。,kanojo ga kekkon shi ta no ha iku tsu no toki desu ka .,What age was she when she got married?
彼女が結婚したという知らせは彼にとって大きなショックだった。,kanojo ga kekkon shi ta to iu shirase ha kare ni totsu te ookina shokku datsu ta .,The news that she had married was a great shock to him.
彼女が結婚したということを風の便りに聞いた。,kanojo ga kekkon shi ta to iu koto wo kaze no tayori ni kii ta .,I heard from someone that she got married.
彼女が結婚したといううわさがある。,kanojo ga kekkon shi ta to iu uwasa ga aru .,There is a rumor that she got married.
彼女が潔白であると信じて疑いません。,kanojo ga keppaku de aru to shinji te utagai mase n .,I believe beyond doubt that she is innocent.
彼女が欠席しているのを僕は知らなかった。,kanojo ga kesseki shi te iru no wo boku ha shira nakatsu ta .,I was not aware of her absence.
彼女が君を好きなのは彼女の目を見れば分かる。,kanojo ga kun wo suki na no ha kanojo no me wo mire ba wakaru .,Her look says that she loves you.
彼女が君を好きなことは彼女の目つきでわかる。,kanojo ga kun wo suki na koto ha kanojo no metsuki de wakaru .,Her look says that she loves you.
彼女が君は元気かと尋ねたらどう答えようか。,kanojo ga kun ha genki ka to tazune tara dou kotaeyou ka .,How should I answer if she inquires after you?
彼女が君の健康をとても心配しているよ。,kanojo ga kun no kenkou wo totemo shinpai shi te iru yo .,She is very anxious about your health.
彼女が君に腹を立てるのは全く当然だ。,kanojo ga kun ni hara wo tateru no ha mattaku touzen da .,It is quite natural for her to be angry with you.
彼女が君にそんなことを言ったはずが無い。,kanojo ga kun ni sonna koto wo itsutsu ta hazu ga nai .,She can't have said a thing like that to you.
彼女が金持ちであるかどうかは私には関係ない。,kanojo ga kanemochi de aru ka dou ka ha watashi ni ha kankei nai .,It makes no difference to me whether she is rich or not.
彼女が叫ぶのを聞いた。,kanojo ga sakebu no wo kii ta .,We heard her cry.
彼女が叫ぶのが聞かれた。,kanojo ga sakebu no ga kika re ta .,She was heard to cry.
彼女が許してくれるまでそっとしておいたほうがいいかもね。,kanojo ga yurushi te kureru made sotto shi te oi ta hou ga ii ka mo ne .,I think you'd better lie low until she forgives you.
彼女が泣き出すのも当然だと彼は私に言った。,kanojo ga naki dasu no mo touzen da to kare ha watashi ni itsutsu ta .,He told me that she might well burst into tears.
彼女が泣いている理由を教えてください。,kanojo ga nai te iru riyuu wo oshie te kudasai .,Tell me why she is crying.
彼女が泣いたので彼は困った。,kanojo ga nai ta no de kare ha komatsu ta .,Her tears perplexed him.
彼女が泣いたことで、この話にはそれだけ信憑性が加わった。,"kanojo ga nai ta koto de , kono hanashi ni ha sore dake shinpyou sei ga kuwawatsu ta .",Her tears gave more credence to the story.
彼女が急に現れて彼は当惑した。,kanojo ga kyuu ni araware te kare ha touwaku shi ta .,She was embarrassed by his sudden appearance.
彼女が汽車に乗り遅れたとしても不思議ではない。,kanojo ga kisha ni nori okure ta to shi te mo fushigi de ha nai .,I shouldn't wonder if she hasn't missed the train.
彼女が気の毒だ。,kanojo ga kinodoku da .,I feel sorry for her.
彼女が帰ってくるまでには、私はここを去ります。,"kanojo ga kaetsu te kuru made ni ha , watashi ha koko wo sari masu .",I will be gone by the time she comes back.
彼女が帰ってくるのを待つべきですか。,kanojo ga kaetsu te kuru no wo matsu beki desu ka .,Should I wait for her to come back?
彼女が帰ってきたときに、彼はそれについて話すでしょう。,"kanojo ga kaetsu te ki ta toki ni , kare ha sore ni tsui te hanasu deshou .",He will tell her about it when she comes back.
彼女が間違っているように思われはじめた。,kanojo ga machigatsu te iru you ni omowa re hajime ta .,It began to appear that she was wrong.
彼女が監督を非難するのが聞かれた。,kanojo ga kantoku wo hinan suru no ga kika re ta .,She was heard to criticize the manager.
彼女が歓迎のあいさつを述べた。,kanojo ga kangei no aisatsu wo nobe ta .,She gave an address of welcome.
彼女が学校を休んだのは変だと思う。,kanojo ga gakkou wo yasun da no ha hen da to omou .,I think it's strange that she was absent from school.
彼女が学校でフランス語を教えているのは本当だ。,kanojo ga gakkou de furansu go wo oshie te iru no ha hontou da .,It is true that she teaches French at school.
彼女が角を曲がるとき私は彼女を見かけた。,kanojo ga kaku wo magaru toki watashi ha kanojo wo mikake ta .,I caught sight of her as she turned the corner.
彼女が外出している間に泥棒が宝石を持ち逃げした。,kanojo ga gaishutsu shi te iru kan ni dorobou ga houseki wo mochinige shi ta .,"While she was out, the thief got away with her jewels."
彼女が外国に行くのは止められない。,kanojo ga gaikoku ni iku no ha tome rare nai .,There is no stopping her going abroad.
彼女が回復する望みはほとんどない。,kanojo ga kaifuku suru nozomi ha hotondo nai .,There is little hope of her recovery.
彼女が会議に欠席なので残念だ。,kanojo ga kaigi ni kesseki na no de zannen da .,I am sorry that she is absent from the conference.
彼女が会いにくるだろうと思ったのは彼の勘違いだった。,kanojo ga ai ni kuru darou to omotsu ta no ha kare no kanchigai datsu ta .,He was in error in assuming that she would come to see him.
彼女が我々の申し出を断ったというのではない。,kanojo ga wareware no moushide wo tatsu ta to iu no de ha nai .,It is not that she has rejected our offer.
彼女が我々の計画に参加した。,kanojo ga wareware no keikaku ni sanka shi ta .,She took part in our project.
